date,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12
2022/6/18 16:19,229.998047,51.29452745,2.800717314,0.162072231,0.374155799,73.89966363,73.73153371,73.62451866,76.62820941,52.32825048,51.31590172,38.96903508
2022/6/18 16:22,241.827148,61.10352,2.419014018,0.158590229,0.349637848,73.46498877,73.36293087,79.56220946,75.3544663,48.83172705,52.86912106,37.85593371
2022/6/18 16:28,217.295532,61.60156,2.214425541,0.170856173,0.336120503,79.30430575,67.2652361,57.81854184,70.51916857,55.02909817,53.19546632,38.85006323
2022/6/18 16:31,245.0337558,59.69727,2.736593191,0.156162843,0.333703659,77.27498927,78.99245984,60.74469725,74.90685448,44.36292336,52.99271819,38.9182345
2022/6/18 16:34,234.231079,60.42969,2.548187936,0.164985184,0.305762628,77.34898579,77.16957882,77.45359979,81.52083969,53.94193278,48.53222352,39.51310204
2022/6/18 16:37,244.317139,60.74219,2.486012217,0.161227787,0.253107192,75.89254,75.76698283,76.06044519,73.01570175,57.10422175,53.36560094,38.35394543
2022/6/18 16:40,239.46106,61.48438,2.438497088,0.161300764,0.313099325,75.53566436,75.43918926,75.70252846,73.58024989,58.79749252,60.14747331,38.86486294
2022/6/18 16:43,250.17041,62.37305,2.296983544,0.164922771,0.301510534,73.59658733,75.45058645,73.75270676,71.89754072,53.24101331,56.10060542,37.94271712
2022/6/18 16:46,238.589478,55.83122405,2.555031124,0.162056968,0.279259243,74.20890941,73.51032925,74.40454613,70.64849799,58.13871289,49.67526742,37.70960996
2022/6/18 16:49,227.257568,62.28516,2.298026646,0.165325963,0.267847928,72.89696443,74.05808202,66.67907955,69.36624619,58.5227448,60.74482193,37.54199779
2022/6/18 16:52,240.207764,46.02974481,2.170884473,0.166746116,0.276422494,75.46201396,72.86779877,73.10516081,70.44581535,59.25029808,59.92630802,38.23940639
2022/6/18 16:55,237.96582,55.23595633,2.182188891,0.170068698,0.26264669,71.24691832,78.06919487,77.69060983,69.15662086,58.50445245,56.77867503,38.49685522
2022/6/18 16:58,246.7863102,62.61719,2.234911232,0.1738019,0.264372419,70.13457612,71.06740331,71.45423729,72.05098251,60.21239776,54.66761126,38.84535679
2022/6/18 17:01,229.499023,63.84766,2.277481395,0.186896344,0.26272978,71.16755744,70.13247583,70.2747369,69.49625333,44.24915417,55.54331781,42.14903664
2022/6/18 17:04,233.483887,63.125,2.206809414,0.173237973,0.248309243,69.87247249,49.34009665,71.30063669,69.54418195,50.27902063,57.76462099,36.96860948
2022/6/18 17:07,235.4729,57.10938,2.449911013,0.169127713,0.245265185,73.69032594,71.18136489,70.05548429,68.06814452,66.05732571,58.88538652,39.91029948
2022/6/18 17:10,245.687378,61.32813,2.395409623,0.167283449,0.253224489,70.22774711,78.30092681,70.38169679,68.94445747,54.86950769,48.45837577,38.0583875
2022/6/18 17:13,238.465332,59.53125,2.273708715,0.176068614,0.252398754,80.0129935,55.6282216,70.3571231,68.7356925,55.73833131,56.37474685,38.55074261
2022/6/18 17:16,225.762817,61.46484,2.177927785,0.176458417,0.357383366,70.16647328,69.78511246,69.00595798,67.51928789,57.55710304,56.15650922,38.40529667
2022/6/18 17:19,233.234375,54.92188,2.51938717,0.17025358,0.243258764,70.8075703,70.19430256,69.74823438,69.10362507,64.63357791,58.64539764,37.98330185
2022/6/18 17:22,232.612183,54.73297075,2.423757671,0.172986333,0.259395624,68.83108238,70.02833081,69.68990298,69.44508701,62.68091949,58.22367958,36.52281791
2022/6/6 17:19,221.280273,56.17188,2.329627644,0.173622069,0.265668537,69.55301398,68.76359116,68.39184232,67.74685783,65.12181119,55.48436548,38.55602738
2022/6/18 17:25,236.6508845,59.46289,2.465638886,0.155951601,0.243347222,72.47885483,69.39369734,69.88510976,65.60675089,34.31858716,62.73714717,37.48588443
2022/6/18 17:28,221.4049,59.45313,2.395302063,0.16793833,0.220620157,69.51959531,75.8549107,70.4142586,70.92568876,65.83370843,55.2968517,36.05225984
2022/6/18 17:31,229.6239,61.26953,2.446573209,0.171334788,0.29102272,68.19630427,69.4930082,68.58746727,65.72194389,27.37382101,56.58360935,37.50375792
2022/6/18 17:34,227.6311,52.70291206,2.852616635,0.175872016,0.224098339,69.73236378,67.11191157,66.35981095,64.9453651,61.53757381,55.66184754,38.84309228
2022/6/18 17:37,219.660522,61.25,2.526643091,0.161791085,0.217465104,70.21572237,68.06933796,66.62216124,64.88273042,42.79032918,58.04479835,37.8417953
2022/6/18 17:40,226.5003263,60.15625,2.344527556,0.163944548,0.277131919,80.19532698,69.67101947,66.02351282,98.27857914,45.30676178,57.02233681,36.97441179
2022/6/18 17:43,234.478149,61.11328,2.394869326,0.169583597,0.216405204,68.44364569,70.11147867,65.88215731,65.70977906,63.4640502,55.16137561,37.53511818
2022/6/18 17:46,233.234863,61.01563,2.321981447,0.162773182,0.576214632,67.68855647,58.57405728,98.91949546,66.36743438,52.43634867,56.63492559,36.61936594
2022/6/18 17:49,222.774658,60.39063,2.839408847,0.165773365,0.220120057,66.18455409,68.42567726,72.44725868,66.39279404,52.54728909,49.97791229,35.8182937
2022/6/18 17:52,242.076172,57.4707,2.881536927,0.163091745,0.230251948,66.44898597,66.04908413,66.53504409,66.6070699,57.35319834,57.25665775,36.68189878
2022/6/18 17:55,237.968262,59.14063,2.368802861,0.165898294,0.230385972,65.82150199,66.3743982,67.19289607,66.41222736,63.36296979,57.81800581,35.85815454
2022/6/18 17:58,226.258423,61.49414,3.930578086,0.160967445,0.232357145,63.43425813,65.72563095,67.32146409,65.77044567,45.64973208,54.13896524,37.35711733
2022/6/18 18:01,235.6437692,54.0686831,2.066250932,0.157985338,0.231003144,65.68541847,65.60413817,67.54435075,64.67941297,68.10085263,56.34350427,35.55230371
2022/6/18 18:04,218.291748,63.14453,3.368439089,0.16627881,0.22400522,54.47964299,97.94076831,67.25868622,49.81527463,60.07232505,55.99098652,38.6343096
2022/6/18 18:07,235.725342,58.49609,2.356176966,0.169263881,0.377121076,67.0173874,66.33924652,66.61039771,64.16246333,57.53207829,53.83409342,37.98689659
2022/6/18 18:10,238.340332,59.21875,2.719584395,0.159731345,0.213904538,98.56185509,66.88612277,65.60604577,64.15628815,60.14139491,56.47241016,37.67464469
2022/6/18 18:13,230.1115321,59.59961,2.504774567,0.175370212,0.427356656,66.3827702,67.04139511,64.99072291,61.48162041,61.62099013,56.56578794,36.92335133
2022/6/18 18:16,229.748047,68.20747888,2.470652945,0.169902644,0.208683325,67.00568987,67.32833743,65.14180903,63.02158387,59.91354677,55.07682561,35.76189176
2022/6/18 18:19,239.959229,71.27439933,2.424697104,0.161036688,0.17492563,67.13219769,66.94135095,64.06472914,63.83748172,53.83954892,55.88198566,36.76122521
2022/6/18 18:22,222.525635,62.39902288,2.406906478,0.16816642,0.212362396,67.36279869,66.40023294,68.53237047,63.14566895,65.15927388,61.00565799,39.3083148
2022/6/18 18:25,216.798828,60.63477,3.161555678,0.158734567,0.220388493,67.06756988,65.34701614,64.64062818,63.38791245,59.06098242,56.60962135,37.50214725
2022/6/18 18:28,216.423828,62.03125,2.365674816,0.165294468,0.20174761,70.0067459,72.21559825,67.46115263,62.46034016,42.86011724,54.34086735,36.93418766
2022/6/18 18:31,228.751831,58.65234,2.556685686,0.167194674,0.207997388,66.45209406,64.81381116,64.12483948,63.36525396,49.88732391,57.94851691,36.33939641
2022/6/18 18:34,244.0645236,59.08203,2.354408966,0.169997069,0.201064899,65.41976799,88.88108876,59.53061076,62.99806108,64.47172037,55.86841765,37.45955629
2022/6/18 18:37,221.778442,53.67471195,2.330069059,0.168597846,0.202991508,57.73833498,64.7150296,76.21278548,63.598633,60.74812545,55.70404777,35.55945845
2022/6/18 18:40,224.76709,62.11914,2.458184963,0.170378448,0.194187889,64.84749339,63.85278053,68.38683565,64.19730716,63.6990448,54.92085522,36.01458463
2022/6/18 18:43,226.510376,57.65625,2.306968014,0.168824684,0.203909659,64.9021189,64.31772904,64.16669084,63.15108009,58.7313441,61.97051207,36.76000107
2022/6/18 18:46,230.36731,61.79688,2.505728678,0.160031676,0.350365184,63.88319489,68.18425035,63.31520702,62.53336443,62.32615523,54.71819779,36.74937157
2022/6/18 18:49,234.7255207,62.8125,2.392555995,0.163907626,0.200938004,79.17494204,63.87451908,67.92132968,62.87417931,57.25131179,52.7492543,36.25768837
2022/6/18 18:52,234.8719815,50.09220495,2.233728198,0.171694399,0.206459609,64.45486031,63.93108314,64.26215461,62.8012282,60.81580225,53.65598166,37.39121543
2022/6/18 18:55,240.08374,58.86719,2.360603372,0.163140478,0.212021957,63.93864595,62.41562506,63.80743858,61.70836493,54.44074699,54.29608118,35.79570631
2022/6/18 18:58,235.227173,61.79688,2.418060062,0.167074889,0.202440713,60.01164249,63.08195518,64.51159865,62.14073873,58.67927435,56.81700234,36.43162795
2022/6/18 19:01,223.895386,62.41211,2.566253679,0.171814309,0.198421995,64.00169836,63.99073601,65.0840619,61.94769605,60.66730913,53.04204562,36.30319761
2022/6/18 19:04,214.555908,59.94141,3.191574253,0.16503671,0.202287529,63.14826944,63.51463079,64.11896601,53.69510781,40.90874394,54.80534895,38.51280777
2022/6/18 19:07,250.792185,58.84640754,2.42504758,0.168192906,0.202202762,68.45083695,67.84828607,61.78585177,61.08792516,63.31859,55.43998473,35.54391458
2022/6/18 19:10,241.702637,59.51172,3.316565373,0.168409624,0.193844103,64.07899452,64.19355021,63.50264605,61.34918512,61.56483487,55.98838788,36.24809995
2022/6/18 19:13,223.646362,58.59352295,2.31506874,0.165794634,0.197540491,76.38205938,64.82174907,63.87069341,62.31168,60.18692384,52.66838565,36.38081864
2022/6/18 19:16,220.253083,58.66211,2.228497571,0.167602713,0.19418577,63.63696364,79.03910851,72.63347069,60.73432311,59.71080562,53.74509111,35.524589
2022/6/18 19:19,219.0838925,62.70508,2.391351642,0.173094882,0.190386704,64.31153589,63.98895873,63.78720499,60.76436066,58.88846888,53.35419045,38.86113381
2022/6/18 19:22,220.5332,63.98438,2.37153871,0.174502196,0.193142057,64.90712361,87.72634186,62.74687473,59.51579039,57.12836554,56.81978805,38.13307923
2022/6/18 19:25,236.970581,46.19329739,2.261133644,0.172390001,0.187260056,63.97002087,63.23003453,63.15552587,59.77173554,63.49943769,55.56790703,37.33369321
2022/6/18 19:28,239.518976,60.83984,2.39421765,0.168585296,0.188420272,63.31117425,63.6799348,65.32036077,70.5883672,58.36705024,56.59377822,36.35604285
2022/6/18 19:31,235.725342,51.7563881,3.095443367,0.172528321,0.37554546,69.13292438,85.92287014,62.97383838,59.91396664,58.58813368,61.16542941,37.81146022
2022/6/18 19:34,243.448853,59.39453,2.261425054,0.168261117,0.2945635,63.70022948,63.65164233,62.17696249,59.24595385,59.95825289,53.63593317,38.6029623
2022/6/18 19:37,250.792969,59.21875,2.313054622,0.169590406,0.176072646,63.63441949,62.61227273,62.42555599,63.84597343,62.58330945,54.65028111,38.35511478
2022/6/18 19:40,250.2639369,60.98633,2.326782782,0.164774121,0.179120771,62.58787504,62.99850632,77.75544803,59.01628566,53.13498087,50.6633511,36.21915717
2022/6/18 19:43,237.9668,58.7793,2.865444026,0.167667352,0.184710891,62.99867228,62.82471565,61.56934837,58.85917812,52.29776235,49.33456765,36.87628564
2022/6/18 19:46,231.5897303,57.1582,2.234627408,0.175365947,0.272428998,55.29224675,61.99218546,61.73529238,58.87814624,60.25589634,52.91314653,38.59057963
2022/6/18 19:49,232.113647,56.62106983,2.22595528,0.172755211,0.178993434,62.81248333,62.23619523,60.44254529,59.3376538,58.58284805,53.21647239,36.76662914
2022/6/18 19:52,221.52832,60.09766,2.376790948,0.174864071,0.178356335,78.64778508,77.4125267,60.71238142,73.06656195,57.66561028,51.56587133,36.62240102
2022/6/18 19:55,250.1920558,48.13411577,2.732125981,0.176576349,0.174259836,60.38243235,61.49855807,60.8431237,58.5733476,59.06715065,50.68616319,37.79781972
2022/6/18 19:58,231.242432,60.80078,2.226658606,0.172666624,0.176681168,61.99528594,61.53694569,60.17854836,78.09803237,58.34155709,52.33551948,37.73292968
2022/6/18 20:01,244.56665,61.18164,2.352541876,0.17194164,0.178592427,69.27264718,60.14093588,59.82510665,63.79230162,58.55144967,49.95774732,37.35364877
2022/6/18 20:04,229.7090176,60.87232694,2.455036635,0.174992738,0.172722913,72.63076714,60.42361395,59.70353165,57.87403705,58.71871735,50.80234991,38.32795037
2022/6/18 20:07,222.7076205,63.58398,2.480441847,0.175127575,0.392106961,62.24621818,60.62899463,59.60137144,57.87271058,50.29812259,57.76573009,36.32102456
2022/6/18 20:10,223.521729,53.91830834,2.303231703,0.169312586,0.16974196,61.4488008,59.93678188,60.08575839,58.50387243,56.95218396,54.72348961,36.27515483
2022/6/18 20:13,222.276489,60.09766,2.259829694,0.179877723,0.16871434,61.56786937,63.50793272,59.42740958,58.79964019,58.82008966,52.37141308,38.54552201
2022/6/18 20:16,235.724854,59.00391,3.060275131,0.174290765,0.174093587,73.07850984,59.55186038,60.65454988,58.70114165,52.33790731,52.16097539,36.18641221
2022/6/18 20:19,238.713989,61.46484,2.549044618,0.17283314,0.175768827,60.24686436,63.89430769,58.69347176,57.79781554,54.6042059,56.22690125,36.49361118
2022/6/18 20:22,219.287964,63.16406,2.349900877,0.178262226,0.173056723,69.00377579,63.11169852,58.88840997,58.19571263,53.08254469,53.6444537,38.00720341
2022/6/18 20:25,212.936646,60.36133,2.993093587,0.174754603,0.167214137,60.52066937,59.44937203,59.11328196,58.36570233,54.61774332,51.20355706,37.61282239
2022/6/18 20:28,212.8125,58.90625,2.562101533,0.17605018,0.395542657,69.03674786,59.19289079,66.90650867,57.92396349,39.5566949,52.44077038,39.12714999
2022/6/18 20:31,232.6209614,54.87305,2.433222372,0.173379288,0.170269038,68.26444689,59.68110567,87.73508182,71.97193425,44.93719645,49.37911421,37.9737137
2022/6/18 20:34,226.136841,62.50977,3.220769146,0.176217393,0.231941211,60.67326603,59.10523966,59.46715745,57.66664024,51.05530392,53.64384608,36.96604375
2022/6/18 20:37,240.4794075,56.33603065,2.404157581,0.1761091,0.172808858,72.20211963,47.99395147,59.35876884,47.61853412,62.36316459,54.435538,37.18036631
2022/6/18 20:40,227.257568,54.16159904,2.429988992,0.176529862,0.168679321,59.99797448,58.30617664,58.47731326,69.22166226,42.8066393,50.64490531,38.76616741
2022/6/18 20:43,236.15123,61.03516,2.737684195,0.17888723,0.269920812,59.65476611,66.51048354,58.85280905,57.75557084,57.53194026,60.77220553,37.5884528
2022/6/18 20:46,237.3446,60.48828,2.482034401,0.176074689,0.16642408,59.53362086,58.56797762,58.989473,97.26169563,49.54561831,53.6624241,37.22544629
2022/6/18 20:49,232.734863,58.92578,2.686956317,0.173378049,0.168854814,59.39687482,58.5918172,58.69981867,56.58710549,52.16451857,53.15122743,38.67903061
2022/6/18 20:52,224.393433,58.63281,2.638489993,0.167272219,0.304939993,59.8795798,61.84371767,60.65069343,71.87543511,46.57275325,50.22684193,37.74685817
2022/6/18 20:55,221.404419,61.11328,2.94836728,0.171233392,0.157385277,59.23441371,68.27168596,70.3784998,58.21811053,50.06338722,52.08482867,37.63781813
2022/6/18 20:58,257.3160236,52.1266282,2.496553619,0.172964336,0.171777021,58.48268305,59.07492908,58.4069176,56.97430106,49.3870245,53.75329021,38.31254756
2022/6/18 21:01,239.336548,59.39453,2.665322176,0.148781403,0.461227575,58.67520027,58.75946151,58.48509342,57.0652225,48.41890252,51.60779153,36.48256266
2022/6/18 21:04,236.721558,61.33789,2.539555757,0.172909255,0.163914283,75.6504623,58.12174785,57.4059676,57.35289615,44.440031,50.52455879,37.84442451
2022/6/18 21:07,252.3671518,59.66797,3.00368227,0.178707974,0.163554338,58.8879844,58.39700918,58.75053623,56.86049874,48.43321445,49.84034771,37.42601394
2022/6/18 21:10,227.506592,58.03711,2.477161901,0.186269362,0.162538653,59.28036382,58.63323843,72.80931708,54.80683937,44.37022341,52.81028083,37.76043631
2022/6/18 21:13,231.86499,60.61523,2.584962898,0.172781671,0.160238003,59.1037328,80.06215521,57.84043337,57.42146701,47.0553206,53.02140065,37.506691
2022/6/18 21:16,215.552612,61.63086,2.571153581,0.172077115,0.165056016,57.03612924,58.3286356,57.63514389,56.05534351,46.42757764,53.12508062,37.22367041
2022/6/18 21:19,250.045776,59.12109,2.400553577,0.177148966,0.156475513,58.29269334,57.97060401,58.09017299,56.84250356,49.07773617,52.15934734,38.5824933
2022/6/18 21:22,232.985718,59.0918,2.519405028,0.154310617,0.127390943,58.64520762,58.08937668,57.59693606,55.85435905,44.72263569,52.25849643,37.04333775
2022/6/18 21:25,236.721069,64.0625,2.821089728,0.176726507,0.158378276,58.81457416,56.96403687,71.92042784,73.24547167,44.76693889,52.69695095,38.54744144
2022/6/18 21:28,229.000488,61.00586,2.612303079,0.172289283,0.153849473,58.49791885,58.23573227,65.77540323,56.32794485,45.06358193,54.12561441,38.0893343
2022/6/18 21:31,222.773682,61.45508,2.862628228,0.167231523,0.151465445,71.80856643,57.38970253,58.03915933,55.9736839,51.29606331,51.76249721,39.08099882
2022/6/18 21:34,237.46875,53.79970271,2.693770648,0.173436162,0.156010048,58.19249621,70.6522106,56.83666207,55.656637,46.42702474,50.33373474,38.48915831
2022/6/18 21:37,237.46875,57.0483037,2.759316036,0.164448114,0.157375272,58.28368085,78.35628081,68.76752771,55.74227268,45.17711082,49.54394574,38.45368544
2022/6/18 21:40,231.596001,60.84961,2.65008311,0.170083416,0.154137139,57.18220635,57.12495564,57.36049131,56.10397638,64.87988046,51.81041091,38.5860045
2022/6/18 21:43,216.1315241,58.33008,2.721749146,0.177571203,0.15455979,58.53597687,57.53165753,70.19340459,55.33093915,38.65866421,53.49328984,36.2282737
2022/6/18 21:46,226.6355,60.46875,2.440188833,0.169961473,0.162827229,57.60918231,57.09113801,56.59444687,56.29664647,45.62796192,52.16834548,36.66821588
2022/6/18 21:49,222.401,61.03516,3.210391002,0.162328855,0.155337831,70.6595648,57.7094755,56.93308294,61.26007385,48.46104363,55.27313601,39.02723185
2022/6/18 21:52,239.087524,54.74556936,2.678759329,0.169383531,0.293213229,57.41817135,56.42870811,77.01518926,55.51096477,51.05557451,51.92139338,37.61537694
2022/6/18 21:55,242.4497,62.32422,2.667341988,0.168267106,0.153365014,57.8413101,77.54372787,56.66931647,74.40038619,44.68456622,53.60675067,37.87021144
2022/6/18 21:58,238.0918,60.20508,3.310331807,0.17151028,0.158283497,72.05169764,82.50540187,56.19689162,55.03009968,37.11985244,54.74890475,37.6518734
2022/6/18 22:01,214.555908,58.91602,2.607289961,0.169514656,0.231373203,57.36211603,56.94643287,62.47925215,56.46528276,39.04104172,51.93186149,38.20348276
2022/6/18 22:04,219.160767,49.41537953,2.663571839,0.175990224,0.150263345,80.37074557,76.84593126,56.50142412,69.87292108,40.54298366,54.64843223,39.58697942
2022/6/18 22:07,252.0146821,55.17578,2.520661673,0.166478674,0.149512384,57.86773932,70.28728923,56.66724543,55.73141968,45.98368636,54.79454059,38.58466165
2022/6/18 22:10,242.577759,47.90330582,2.775133452,0.171052004,0.158392778,56.62565855,56.17823824,56.29252189,55.52530584,46.99937519,53.37262451,37.88114262
2022/6/18 22:13,239.7102,62.01172,2.657653405,0.16368428,0.153571126,57.17767014,56.46484681,56.01961928,55.4819398,49.59170267,54.96474015,37.88117374
2022/6/18 22:16,233.483887,42.0686226,2.728092735,0.162925645,0.296617392,56.38574069,56.16990808,65.80003475,55.37976416,50.2628869,63.07414596,39.31555397
2022/6/18 22:19,246.185547,61.04492,2.686751301,0.166009379,0.149501296,58.6880502,55.75508389,56.97152736,71.20710376,51.78179044,55.69402791,36.55704522
2022/6/18 22:22,246.1865204,61.5625,2.761175973,0.167777145,0.151784921,56.72727451,56.00303222,56.25514347,55.15333146,60.59266969,54.51662305,38.22225581
2022/6/18 22:25,239.959229,58.69354692,2.700310928,0.16134859,0.152750839,62.5517828,61.578599,70.09362811,55.76981059,55.47115059,53.63681282,36.51226975
2022/6/18 22:28,242.327148,60.54688,2.516235447,0.158327568,0.151493544,56.4407229,56.20478853,55.81415121,54.81037812,54.05966801,55.87455503,35.89297922
2022/6/18 22:31,235.849854,59.32617,2.5815575,0.174368158,0.155024107,67.53898939,55.58700331,57.2609695,59.63078731,60.33034464,54.36442743,38.37482385
2022/6/18 22:34,232.7367,34.59770922,3.465817933,0.158445785,0.147549653,56.00323922,74.48260997,56.34318495,56.04794263,48.58638635,54.80167982,35.67700785
2022/6/18 22:37,217.296021,59.62891,2.455406883,0.162273253,0.158238736,56.26592411,56.45485157,56.20712241,56.08365492,55.12057094,53.58224291,37.09854077
2022/6/18 22:40,210.1991,53.10125023,2.455756758,0.158460332,0.28181989,56.46472285,55.91201469,56.1844846,55.97032675,63.30670443,63.88209021,36.64486111
2022/6/18 22:43,237.096069,61.98242,2.526809692,0.156410006,0.157631092,55.80282484,55.41106905,56.29452421,56.47400416,59.91765329,53.9721528,36.23056024
2022/6/18 22:46,262.871948,62.24708071,2.354913821,0.15532144,0.157194132,56.74082312,56.84232132,55.94836955,55.69068753,63.54141248,52.65546102,35.5321608
2022/6/18 22:49,228.5380891,62.14844,3.243218807,0.157608077,0.260307609,78.92205022,73.63442979,56.58287659,69.82604131,60.27754376,53.49691259,35.80349241
2022/6/18 22:52,250.044922,57.90039,2.496015037,0.155027376,0.162241692,56.07028347,56.1022882,71.53308529,55.39199107,60.8954657,53.34550307,36.82860656
2022/6/18 22:55,249.2474496,44.74431508,2.82477954,0.160965514,0.156316472,83.98683718,68.12892312,55.64914428,56.74719036,64.31857189,55.2856208,36.62418998
2022/6/18 22:58,239.5841,59.63867,2.630213016,0.161018062,0.299875705,55.60423173,55.83550632,56.85074419,56.5646365,61.31992915,51.48119598,36.35789683
2022/6/18 23:01,223.144775,45.2412451,2.415742384,0.161268138,0.155324092,57.04513085,66.41778951,56.8693604,55.71673791,65.96845712,54.44103437,37.74957306
2022/6/18 23:04,241.079956,59.29688,2.521294143,0.155585249,0.164794358,73.42406488,55.83480743,58.74315823,56.56907028,62.08825549,52.16173715,37.85281955
2022/6/18 23:07,253.1478845,60.45898,2.564800737,0.167055073,0.3093103,56.19474972,55.94403081,56.73233311,56.75254138,64.33936883,51.77150803,36.48235583
2022/6/18 23:10,240.705933,60.85938,2.505222622,0.159657836,0.163141165,56.01829172,55.60069044,57.24895284,71.636667,38.98516606,51.54825902,37.34235028
2022/6/18 23:13,222.901123,48.45882206,2.866098811,0.157228786,0.157644553,55.9998514,59.36498966,56.34230218,56.15995885,61.80717932,53.01326213,36.47253752
2022/6/18 23:16,226.261353,63.4375,2.645107393,0.156999808,0.162837501,56.08547899,56.16381295,56.17187402,56.79531344,46.77114918,50.47448434,36.40724203
2022/6/18 23:19,252.535889,57.25994958,2.656097075,0.15799889,0.164314456,55.75372792,55.28474462,57.38444187,56.31596944,63.93014381,49.84824666,37.15851047
2022/6/18 23:22,250.4965421,58.17383,2.696471498,0.161948967,0.160212594,56.36087232,66.91362308,57.37076909,56.87278507,63.05434895,47.15374349,36.03378158
2022/6/18 23:25,243.0719,62.48047,2.692218405,0.156496738,0.167952443,82.51264352,56.40510805,56.544496,56.56865845,58.19556856,46.72683721,35.80880586
2022/6/18 23:28,224.5137856,60.81055,2.669769959,0.157743535,0.119687809,55.44451578,56.32249946,57.26804072,64.48853889,47.34646186,50.19418021,38.64905502
2022/6/18 23:31,230.36731,61.2793,2.54960517,0.158231173,0.161560845,56.6259805,56.2798952,57.40954148,49.20850801,63.50378757,48.60757203,35.84214679
2022/6/18 23:34,220.282715,51.30546037,2.005820384,0.152017224,0.359186681,91.92879952,56.75398815,78.59481985,56.78252348,51.13317075,48.94548296,38.54669595
2022/6/18 23:37,217.292969,58.73047,2.851585982,0.156216287,0.169603405,56.61558871,55.87788048,56.97816526,55.91800985,61.80327011,50.63045919,36.20766637
2022/6/18 23:40,240.0649831,60.17578,2.536351975,0.164008972,0.165454889,63.89704011,55.91424158,57.53878915,65.85988731,62.89851636,50.04786528,37.3116389
2022/6/18 23:43,222.027466,56.96000489,2.667532797,0.157139857,0.165640789,56.50633474,56.96947866,57.22022705,57.1073765,50.963974,50.67075535,36.39976635
2022/6/18 23:46,240.830933,61.12305,3.050979285,0.156437999,0.257542969,71.63952749,56.89371567,57.68442763,68.75840942,64.20714847,51.93890613,37.0866377
2022/6/18 23:49,226.3817426,44.71227881,2.754508166,0.158728399,0.162314466,57.01352102,56.13571239,66.4744007,75.1346252,60.45757823,52.3056999,38.44594599
2022/6/18 23:52,225.265137,64.60938,2.572151326,0.15942973,0.168346579,56.12915294,56.94955446,57.39421753,56.66795843,59.67783225,51.06156485,36.83289817
2022/6/18 23:55,230.86792,49.10232811,2.751463503,0.163635295,0.164504892,56.01096629,57.1175094,57.55273144,57.4665977,57.05565783,51.94498281,36.23170916
2022/6/18 23:58,228.13269,53.42610201,2.566701959,0.157155136,0.397446592,57.19171405,56.58963392,56.86736845,76.65373183,60.5245792,50.66332803,36.03297562
